Player,Country,Matches,Field_Catches,Bat_Avg_T20,Strike_Rate_T20,Bowl_Avg_T20,Econ_T20,Bowl_Wkts_T20,Bat_Runs_T20,Bat_Avg_ODI,Strike_Rate_ODI,Bowl_Avg_ODI,Econ_ODI,Bowl_Wkts_ODI,Bat_Runs_ODI,Bat_Avg_Test,Strike_Rate_Test,Bowl_Avg_Test,Econ_Test,Bowl_Wkts_Test,Bat_Runs_Test,Bat_Avg_Overall,Bowl_Wkts_Overall,Avg_vs_International,Avg_vs_League,Avg_vs_Australia,Avg_vs_India,Avg_vs_England
D Bhatta,Nepal,10,2,10.5,106.33,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,5.0,11.29,0.0,5.0,0.0
T Kale,Qatar,8,1,3.2,34.78,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,3.2,0.0,0.0,0.0
SK Rana,Qatar,16,3,6.47,48.99,0.0,4.29,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,5.0,6.69,0.0,0.0,0.0
AG Gerken,Canterbury,21,2,10.0,81.73,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
NE Codyre,Wellington,15,4,9.0,112.5,172.0,7.37,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0
SRH Curtis,Northern Districts,27,9,16.3,78.95,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0
HE Topp,Northern Districts,19,10,8.38,73.15,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0,0.0,8.38,0.0,0.0,0.0
SE Bowden,Auckland,12,3,10.22,71.32,12.4,7.15,10.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,10.0,0.0,10.22,0.0,0.0,0.0
OJS Bartlett,Central Districts,20,7,7.29,57.95,33.8,7.14,10.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,10.0,0.0,7.29,0.0,0.0,0.0
KA Knight,Northern Districts,10,1,4.0,30.77,38.0,6.79,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0
T Wakelin,Northern Districts,5,0,9.75,67.24,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,9.75,0.0,0.0,0.0
J Dean,Canterbury,22,2,10.5,79.25,80.0,9.6,1.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,0.0,10.5,0.0,0.0,0.0
JO Penfold,Auckland,15,6,9.14,86.49,19.14,6.56,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,14.0,0.0,9.14,0.0,0.0,0.0
CS Pedersen,Auckland,2,1,11.0,68.75,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0
Nurilyaa Natasya,Malaysia,3,1,4.0,36.36,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
Nur Dania Syuhada,Malaysia,45,6,7.78,53.85,19.7,4.9,33.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,33.0,12.0,6.57,0.0,0.0,0.0
S Nisansala,Sri Lanka,20,3,1.5,37.5,37.57,5.93,7.0,3.0,10.0,66.67,26.67,4.72,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,16.0,5.75,0.0,0.0,0.0,0.0
Sanjida Akter Meghla,Bangladesh,21,5,2.0,22.22,17.72,4.66,18.0,2.0,1.0,14.29,57.0,5.61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.0,1.5,0.0,0.0,0.0,1.0
SM Dhanusri,Malaysia,7,2,2.5,29.41,28.0,3.65,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.5,4.0,0.0,0.0,0.0
Sophia Smale,Essex,109,39,20.72,63.75,36.46,5.8,84.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,84.0,0.0,20.72,0.0,0.0,0.0
PE Turner,Durham,53,11,11.76,64.83,23.8,5.08,54.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,54.0,0.0,11.76,0.0,0.0,0.0
JG Olorenshaw,Sunrisers,4,1,17.5,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,17.5,0.0,0.0,0.0
EK Marlow,Durham,63,15,20.95,64.34,26.69,4.77,16.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,16.0,0.0,20.95,0.0,0.0,0.0
B Miles,South East Stars,12,3,12.38,55.93,30.0,4.93,11.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,11.0,0.0,12.38,0.0,0.0,0.0
J Spence,Surrey,12,1,22.73,55.31,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.0,0.0,22.73,0.0,0.0,0.0
GA Basketter,Central Sparks,1,0,14.0,87.5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0
J Grewcock,Sunrisers,60,17,27.95,71.76,27.33,4.74,45.0,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.95,45.0,0.0,27.95,0.0,0.0,0.0
LE Scott,Durham,30,1,8.5,51.52,34.46,5.16,24.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,24.0,0.0,8.5,0.0,0.0,0.0
E Geach,Western Storm,1,0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JA Woolston,Northern Diamonds,15,6,7.6,41.76,28.8,4.48,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,15.0,0.0,7.6,0.0,0.0,0.0
FM Trussler,Southern Vipers,2,0,2.0,100.0,17.5,4.12,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
STA Hughes,Sunrisers,5,5,5.0,57.14,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
M Blinkhorn-Jones,South East Stars,10,3,14.11,72.99,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11,0.0,0.0,14.11,0.0,0.0,0.0
MLL Taylor,Birmingham Phoenix,58,14,19.93,91.78,39.3,5.92,46.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,46.0,0.0,19.93,0.0,0.0,0.0
A Glen,Durham,33,11,16.0,93.2,33.45,5.95,22.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,16.0,0.0,0.0,0.0
KP Navgire,India,30,6,17.41,130.83,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.41,0.0,5.67,18.77,0.0,0.0,7.0
S Gokhale,United Arab Emirates,20,4,3.8,46.34,17.0,5.37,7.0,19.0,13.5,51.92,0.0,7.41,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,7.0,6.57,0.0,0.0,0.0,0.0
L Keny,United Arab Emirates,40,5,11.4,64.04,5.11,3.63,9.0,228.0,14.0,42.11,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,9.0,12.14,0.0,0.0,0.0,0.0
RS Quyn,Qatar,15,2,5.86,45.56,49.83,5.32,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,6.0,1.0,5.71,0.0,0.0,0.0
Rinitha Rajith,United Arab Emirates,43,9,11.48,87.71,7.0,2.8,1.0,264.0,21.0,63.64,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,13.7,0.0,0.0,7.0,0.0
Khazaima,Saudi Arabia,3,0,0.67,18.18,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0
Abeer Maryam,Saudi Arabia,5,0,2.0,28.57,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Ruba Rashid,Saudi Arabia,5,1,2.0,14.81,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.67,0.0,0.0,0.0
C Sewsunker,Saudi Arabia,5,0,5.4,47.37,0.0,9.22,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,6.0,5.25,0.0,0.0,0.0
Amna Khan,Saudi Arabia,5,0,5.0,43.48,122.0,9.63,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0
Rida Syeda,Saudi Arabia,5,0,2.6,22.41,0.0,10.59,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,1.0,3.0,0.0,0.0,0.0
Maira Khan,Saudi Arabia,5,0,9.0,21.56,92.0,9.28,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,11.33,0.0,0.0,0.0
Zoha Irfan,Saudi Arabia,4,0,0.75,11.54,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0
Emaan Ejaz,Saudi Arabia,5,0,0.8,10.26,71.0,11.06,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,1.0,0.0,0.0,0.0
Simrah Mirza,Saudi Arabia,3,0,2.0,16.0,0.0,8.77,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
Mah Noor Amir,Saudi Arabia,4,0,0.33,9.09,0.0,11.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0
P Shetty,Bahrain,19,2,5.83,52.63,26.57,5.4,14.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,14.0,3.0,6.09,0.0,0.0,0.0
S Jayasinghe,Bahrain,5,0,0.0,0.0,27.75,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TI Gajanayake,Bahrain,23,7,29.79,70.8,34.25,5.97,12.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79,12.0,34.0,29.46,0.0,0.0,0.0
HMD Rasangika,Bahrain,24,2,54.8,117.6,32.25,6.41,12.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8,12.0,25.0,53.13,0.0,0.0,0.0
S Nunna,Bahrain,5,0,0.0,0.0,44.5,6.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
D Bhaskara,Bahrain,5,1,4.33,23.64,76.0,8.14,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,1.0,2.0,5.5,0.0,0.0,0.0
R Rodrigo,Bahrain,16,0,12.77,63.6,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,0.0,0.0,12.77,0.0,0.0,0.0
NM Anil,Oman,7,0,14.67,87.13,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,0.0,0.0,17.6,0.0,0.0,0.0
KD Jayawant,Oman,2,0,7.0,41.18,5.67,3.09,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0
Najwa Akram,Saudi Arabia,2,0,0.5,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
S Channa,Oman,7,1,8.67,61.9,22.67,5.3,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,6.0,7.0,9.5,0.0,0.0,0.0
A Dcosta,Oman,13,4,4.71,63.46,19.07,5.72,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,14.0,4.0,4.83,0.0,0.0,0.0
SA Sathiya,Oman,1,0,0.0,0.0,11.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Afida Afthab,Oman,4,0,0.0,0.0,23.0,4.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I Nandakumar,United Arab Emirates,51,3,5.67,46.58,23.31,4.95,29.0,34.0,16.0,55.17,19.67,4.51,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,35.0,8.33,0.0,0.0,0.0,0.0
Rida Zainab,Kuwait,2,0,3.0,66.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0
V Barboza,Bahrain,4,0,0.0,0.0,40.0,6.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Prajna Jagdeesha,Bahrain,8,2,3.25,44.83,36.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.0,0.0,4.33,0.0,0.0,0.0
Saba Ali Syeda,Saudi Arabia,2,0,1.0,16.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Rithika Rajith,United Arab Emirates,5,2,13.0,92.86,0.0,5.23,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,6.0,0.0
S Prakash,Bahrain,8,0,3.0,19.74,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.75,0.0,0.0,0.0
G Fernando,Bahrain,5,0,2.5,15.62,33.0,9.9,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,4.0,0.0,0.0,0.0
R Hathadurage,Bahrain,2,1,0.5,9.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
Sadaf Shamas,Pakistan,26,10,6.78,67.03,0.0,9.43,0.0,61.0,19.5,51.03,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0.0,14.52,0.0,12.67,6.0,17.8
Umm-e-Hani,Pakistan,21,5,8.67,70.27,41.5,5.53,4.0,26.0,3.64,51.95,34.19,4.55,16.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,20.0,4.71,0.0,0.0,0.0,2.5
S Akiteng,Uganda,50,8,3.25,52.0,16.65,4.48,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,52.0,2.5,4.0,0.0,0.0,0.0
PE Kulume,Uganda,33,5,11.76,74.63,18.53,5.0,17.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,17.0,12.29,11.4,0.0,0.0,0.0
K Ndlovu,Zimbabwe,71,8,24.76,93.19,20.64,5.88,42.0,1040.0,18.62,58.66,17.89,3.52,19.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,61.0,23.07,0.0,0.0,0.0,0.0
M Mavunga,Zimbabwe,10,1,7.0,93.33,16.29,5.8,7.0,14.0,2.0,21.05,53.0,4.3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,4.5,0.0,0.0,0.0,0.0
LM Babirye,Uganda,11,1,5.7,42.86,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,3.5,6.25,0.0,0.0,0.0
RE Nyangendo,Uganda,8,0,12.8,65.98,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,18.0,9.2,0.0,0.0,0.0
M Mwatile,Namibia,42,9,13.31,78.1,17.28,5.28,29.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,29.0,9.75,16.36,0.0,0.0,0.0
Shakirah Sadick,Uganda,5,2,11.0,44.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,8.5,0.0,0.0,0.0
Mohammed Jimia,Uganda,3,1,9.33,51.85,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,9.33,0.0,0.0,0.0
Gull Feroza,Pakistan,22,7,18.06,93.53,0.0,0.0,0.0,289.0,2.67,28.57,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,0.0,15.63,0.0,0.0,2.5,16.67
H Sin Yee,Hong Kong,3,0,1.0,10.0,0.0,6.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
H Lui,Hong Kong,1,0,1.0,14.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CJM Lovino,Sapphires,1,0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
A Karmacharya,Nepal,21,4,2.12,36.17,12.56,4.4,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,18.0,3.0,2.0,0.0,0.0,0.0
H Roy,Nepal,2,0,0.0,0.0,9.33,3.65,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
V Chandu,Supernovas,2,0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD Sonawane,Velocity,1,0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Kanojiya,India,2,0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Forbes,Ireland,22,6,4.67,66.67,0.0,0.0,0.0,14.0,23.43,57.14,0.0,6.8,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12,0.0,20.12,0.0,0.0,44.0,3.0
A Dalzell,Ireland,22,4,0.0,0.0,20.82,5.39,11.0,0.0,11.67,49.3,37.25,5.02,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,19.0,11.67,0.0,0.0,5.0,4.0
L Udeh,Nigeria,26,8,8.6,71.07,12.42,3.98,31.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,31.0,10.0,8.44,0.0,0.0,0.0
E de Souza,Brazil,4,1,14.5,59.18,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,14.5,0.0,0.0,0.0
R Abdulrasak,Nigeria,8,0,1.5,33.33,12.14,3.92,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.0,0.0,1.5,0.0,0.0,0.0
LV Boas,Brazil,23,8,9.52,70.18,17.83,5.04,12.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,12.0,0.0,9.52,0.0,0.0,0.0
MLG Silva,Brazil,15,3,5.33,53.33,0.5,0.5,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,2.0,0.0,5.33,0.0,0.0,0.0
CS Nascimento,Brazil,18,9,9.2,66.67,14.81,4.66,16.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,16.0,0.0,9.2,0.0,0.0,0.0
AS Qwele,Tanzania,27,6,8.64,60.51,11.47,4.26,32.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,32.0,3.0,9.89,0.0,0.0,0.0
O Kgeresi,Botswana,33,8,11.21,53.06,14.0,3.11,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,1.0,2.0,11.61,0.0,0.0,0.0
T Shabani,Tanzania,4,1,3.0,150.0,32.0,2.78,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0
C Uwase,Rwanda,42,8,10.71,73.09,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,10.71,0.0,0.0,0.0
W Hornero-Garcia,Germany,22,5,23.94,83.57,35.4,7.64,5.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,5.0,19.0,25.0,0.0,0.0,0.0
S Kolcharam,Germany,26,6,20.0,101.49,37.25,6.72,4.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,3.67,23.5,0.0,0.0,0.0
S Mannan,Germany,2,0,6.5,39.39,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,6.5,0.0,0.0,0.0
S Etim,Nigeria,18,12,7.47,66.27,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,13.0,6.62,0.0,0.0,0.0
K Ogola,Kenya,6,2,0.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HDRS Silva,Sri Lanka,2,0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,54.35,41.5,6.22,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.0,12.5,0.0,0.0,12.5,0.0
Ada Bhasin,Singapore,30,9,8.5,53.29,17.23,4.31,22.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,22.0,3.0,9.11,0.0,0.0,0.0
JS Pooranakaran,Singapore,25,5,0.4,5.97,29.47,5.82,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,15.0,1.0,0.33,0.0,0.0,0.0
I Shukla,Singapore,16,5,2.33,20.39,19.91,5.81,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,11.0,1.0,2.5,0.0,0.0,0.0
Vinu Kumar,Singapore,38,9,16.83,65.33,17.96,4.98,23.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83,23.0,13.0,17.11,0.0,0.0,0.0
