Player,Country,Matches,Field_Catches,Bat_Avg_T20,Strike_Rate_T20,Bowl_Avg_T20,Econ_T20,Bowl_Wkts_T20,Bat_Runs_T20,Bat_Avg_ODI,Strike_Rate_ODI,Bowl_Avg_ODI,Econ_ODI,Bowl_Wkts_ODI,Bat_Runs_ODI,Bat_Avg_Test,Strike_Rate_Test,Bowl_Avg_Test,Econ_Test,Bowl_Wkts_Test,Bat_Runs_Test,Bat_Avg_Overall,Bowl_Wkts_Overall,Avg_vs_International,Avg_vs_League,Avg_vs_Australia,Avg_vs_India,Avg_vs_England
A Steyn,South Africa,19,7,0.0,0.0,0.0,0.0,0.0,0.0,27.31,61.38,0.0,0.0,0.0,437.0,5.5,37.93,0.0,0.0,0.0,11.0,24.89,0.0,24.89,0.0,0.0,16.5,14.0
Poonam Yadav,India,104,11,3.6,54.55,19.76,6.07,79.0,18.0,4.33,35.78,31.18,4.34,40.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,119.0,3.75,6.0,3.0,0.0,7.5
DB Sharma,India,295,76,28.07,106.99,21.28,6.49,221.0,2358.0,38.04,73.44,28.99,4.68,119.0,1712.0,63.8,43.94,19.15,2.34,20.0,319.0,32.75,360.0,33.27,31.59,33.27,0.0,46.35
CL Tryon,South Africa,243,82,19.67,121.64,34.26,6.5,77.0,2479.0,31.93,104.93,41.71,4.65,38.0,1341.0,22.25,42.38,51.0,4.88,3.0,89.0,22.73,118.0,25.55,19.41,21.4,27.5,21.95
S Ismail,South Africa,240,87,6.85,84.12,21.95,6.27,205.0,233.0,6.38,40.32,20.05,3.93,80.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,285.0,7.32,6.08,0.0,7.43,6.83
P Vastrakar,India,134,22,13.86,113.75,23.66,6.5,73.0,513.0,26.32,86.29,38.85,5.45,27.0,579.0,27.75,35.35,22.8,3.23,15.0,111.0,19.1,115.0,21.29,12.07,28.21,0.0,21.88
E Bisht,India,33,8,8.5,94.44,23.59,6.52,17.0,17.0,3.5,37.5,25.74,4.53,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,40.0,4.0,7.0,8.0,0.0,2.0
AA Patil,India,31,6,22.67,117.24,22.16,6.04,31.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,31.0,21.67,9.0,73.0,0.0,1.0
RP Yadav,India,141,63,9.2,105.02,20.6,6.74,136.0,230.0,17.5,86.07,51.23,6.0,13.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,149.0,9.0,15.22,5.91,0.0,28.0
N de Klerk,South Africa,177,40,24.0,95.0,24.01,6.31,102.0,1368.0,27.58,85.05,27.59,5.0,66.0,910.0,19.0,40.71,85.0,4.2,4.0,114.0,24.92,172.0,26.92,21.26,21.5,26.59,23.11
M Daniels,South Africa,12,2,2.0,28.57,18.92,5.14,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0
JI Rodrigues,India,253,91,29.88,120.04,109.0,6.74,1.0,4751.0,34.84,88.45,2.6,2.0,5.0,1707.0,58.75,65.64,0.0,6.5,0.0,235.0,31.57,6.0,32.68,29.78,28.13,0.0,22.42
T Bhatia,India,43,58,7.91,79.48,0.0,0.0,0.0,182.0,17.25,67.32,0.0,0.0,0.0,138.0,33.0,39.05,0.0,0.0,0.0,66.0,11.7,0.0,11.79,11.2,7.4,0.0,13.62
R Dhar,India,3,2,0.0,0.0,25.67,8.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SJ Taylor,England,46,16,25.27,116.28,0.0,0.0,0.0,657.0,20.77,86.54,0.0,0.0,0.0,270.0,5.0,41.67,0.0,0.0,0.0,5.0,23.3,0.0,21.24,24.83,2.0,4.33,0.0
HC Knight,England,312,99,38.6,117.29,31.08,6.89,72.0,6214.0,37.93,77.12,34.08,4.34,13.0,2238.0,55.64,53.73,19.8,2.48,5.0,612.0,39.24,90.0,38.18,40.49,33.58,40.25,0.0
DN Wyatt,England,353,105,30.42,125.77,32.33,6.41,15.0,8214.0,26.82,94.34,0.0,4.68,0.0,1368.0,23.5,68.61,0.0,0.0,0.0,188.0,29.7,15.0,26.8,32.37,22.64,31.81,0.0
JL Gunn,England,57,18,31.65,72.9,20.14,5.51,63.0,538.0,4.0,9.76,73.0,5.47,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11,64.0,7.0,34.73,8.5,0.0,0.0
S Lackay,South Africa,3,3,15.0,78.95,29.5,14.75,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.0,7.5,0.0,0.0,0.0,2.0
A Shrubsole,England,134,17,17.29,112.56,22.16,6.33,99.0,242.0,8.62,64.37,25.86,4.1,44.0,112.0,16.75,58.26,112.0,2.93,2.0,67.0,13.58,145.0,11.9,17.1,5.17,16.75,0.0
LA Marsh,England,41,7,7.11,71.91,30.14,7.18,22.0,64.0,13.17,48.77,26.95,4.5,20.0,79.0,28.0,46.67,34.25,2.91,4.0,28.0,10.69,46.0,16.62,4.75,25.25,0.0,0.0
S Ecclestone,England,319,94,16.73,116.03,16.95,5.94,333.0,1556.0,12.33,71.03,19.44,3.69,131.0,407.0,17.09,41.96,30.14,2.93,37.0,188.0,15.7,501.0,14.92,16.36,11.0,15.93,0.0
Z Mali,South Africa,13,2,2.0,66.67,47.0,8.23,4.0,2.0,2.0,28.57,20.25,3.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0
T Brits,South Africa,116,41,35.61,106.6,0.0,0.0,0.0,1923.0,36.98,79.16,0.0,0.0,0.0,1664.0,18.0,20.22,0.0,0.0,0.0,36.0,35.87,0.0,34.43,107.0,24.09,31.0,23.75
LM Kasperek,New Zealand,126,19,12.51,84.79,15.47,6.17,159.0,563.0,14.88,57.77,24.2,4.48,30.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,189.0,9.24,15.25,24.5,12.5,4.4
AC Kerr,New Zealand,329,132,32.3,112.51,18.53,6.3,326.0,5135.0,38.68,74.07,36.55,4.82,74.0,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82,400.0,34.19,33.49,25.46,62.89,24.96
HM Rowe,New Zealand,124,47,22.73,95.58,29.1,7.0,58.0,909.0,14.0,66.81,29.81,4.74,47.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63,105.0,14.38,25.23,7.57,18.0,11.5
AM Peterson,New Zealand,44,11,13.58,100.86,23.55,6.38,31.0,353.0,39.5,96.34,16.2,3.95,10.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43,41.0,12.0,17.65,3.67,12.5,7.0
D Hazell,England,38,3,5.91,78.31,35.0,7.37,25.0,65.0,15.0,68.18,16.25,3.17,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,29.0,9.25,5.38,5.0,9.0,0.0
ML Green,New Zealand,228,111,24.73,104.42,15.88,5.84,16.0,3165.0,29.78,71.97,109.0,5.64,1.0,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,17.0,25.26,27.31,23.29,25.17,18.7
NE Farrant,England,95,23,17.72,81.94,19.64,6.12,106.0,762.0,9.5,61.29,51.0,5.25,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36,109.0,8.33,18.0,11.0,2.0,0.0
B Bezuidenhout,New Zealand,43,19,15.86,105.71,0.0,0.0,0.0,444.0,22.17,72.28,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0.0,17.14,19.36,9.5,11.0,15.57
KE Ebrahim,New Zealand,55,8,27.03,91.02,27.0,7.22,32.0,811.0,26.0,54.74,27.67,4.53,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97,35.0,9.0,31.12,0.0,0.0,12.33
KL George,England,116,49,18.02,84.18,37.12,5.78,64.0,1442.0,9.0,47.37,17.75,5.2,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91,68.0,4.5,18.25,0.0,0.0,0.0
JM Watkin,New Zealand,65,11,16.83,118.93,24.66,6.43,53.0,892.0,8.0,60.0,21.6,4.18,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36,58.0,14.2,16.83,6.67,0.0,5.5
HR Huddleston,New Zealand,45,12,21.94,86.43,17.5,6.1,38.0,395.0,7.0,53.16,37.7,4.54,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21,48.0,7.43,22.65,5.0,10.0,6.5
KL Cross,England,207,74,16.19,88.45,25.29,6.0,158.0,858.0,15.47,70.32,24.84,4.4,82.0,263.0,8.6,47.25,51.27,3.69,11.0,43.0,15.52,251.0,12.88,16.76,9.5,14.25,0.0
BF Smith,England,175,45,23.07,106.97,23.64,5.78,100.0,3714.0,0.0,0.0,21.0,2.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,101.0,20.43,23.19,1.0,22.0,0.0
FMK Morris,Lancashire,132,40,17.3,86.44,27.74,5.47,106.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,106.0,0.0,17.3,0.0,0.0,0.0
PJ Scholfield,England,135,70,23.17,100.89,26.52,5.21,52.0,2387.0,19.67,96.72,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,52.0,16.71,23.53,0.0,11.0,0.0
SIR Dunkley,England,241,70,28.28,114.41,21.66,6.67,38.0,4525.0,25.59,79.05,13.0,4.33,1.0,1049.0,25.33,53.77,0.0,8.33,0.0,228.0,27.63,39.0,25.73,29.29,19.33,31.78,0.0
A Brindle,Southern Vipers,7,0,10.0,76.92,42.33,7.19,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0
GJ Gibbs,Oval Invincibles,32,14,15.12,84.03,36.0,5.81,12.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,12.0,0.0,15.12,0.0,0.0,0.0
A Cranstone,Oval Invincibles,61,24,22.82,83.93,0.0,0.0,0.0,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82,0.0,0.0,22.82,0.0,0.0,0.0
MK Villiers,England,164,51,17.78,96.37,25.68,5.84,160.0,1725.0,10.67,100.0,27.67,5.35,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57,163.0,21.0,17.43,0.0,2.0,0.0
E Jones,Lancashire Thunder,183,68,30.75,78.52,36.69,6.57,16.0,4797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,16.0,0.0,30.75,0.0,0.0,0.0
GEB Boyce,Lancashire Thunder,80,14,22.12,71.95,0.0,10.42,0.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,0.0,22.12,0.0,0.0,0.0
LF Higham,Loughborough Lightning,111,25,14.02,73.11,27.3,5.45,80.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,80.0,0.0,14.02,0.0,0.0,0.0
LCN Smith,England,212,55,13.35,69.99,21.95,5.25,233.0,681.0,26.5,92.98,19.18,4.34,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,255.0,18.0,13.6,2.0,14.0,0.0
EL Lamb,England,148,32,35.35,97.88,28.12,6.21,66.0,3747.0,27.95,84.1,38.67,5.44,3.0,587.0,25.33,53.15,0.0,3.5,0.0,76.0,33.92,69.0,27.62,35.35,11.25,27.67,0.0
E Threlkeld,Lancashire Thunder,125,67,21.76,72.48,0.0,0.0,0.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.76,0.0,0.0,21.76,0.0,0.0,0.0
KL Gordon,England,166,59,15.95,67.68,20.81,5.27,213.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.67,3.25,3.0,0.0,15.95,216.0,1.0,15.93,1.0,0.0,0.0
N Brown,Lancashire Thunder,26,9,20.0,61.07,63.43,5.74,7.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,20.0,0.0,0.0,0.0
A Hartley,England,97,10,15.79,77.92,28.95,5.81,78.0,300.0,0.0,0.0,34.83,4.31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,84.0,2.0,15.68,0.0,2.0,0.0
S Glenn,England,219,45,13.28,95.79,19.02,5.9,235.0,797.0,34.0,80.95,23.91,4.3,23.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,258.0,25.25,12.28,20.0,7.0,0.0
GL Adams,England,186,90,32.57,84.63,22.81,5.4,165.0,4267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.57,165.0,19.5,32.78,0.0,0.0,0.0
C Nicholas,Western Storm,54,12,16.75,59.82,27.94,6.09,47.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,47.0,0.0,16.75,0.0,0.0,0.0
AN Davidson-Richards,England,157,64,29.57,90.71,25.0,6.63,107.0,3134.0,53.33,82.9,21.71,5.63,7.0,160.0,107.0,54.87,45.0,3.18,1.0,107.0,30.92,115.0,44.71,29.98,12.5,50.0,0.0
FR Davies,England,166,29,8.7,50.0,25.18,5.81,166.0,235.0,4.33,30.95,31.6,4.32,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27,176.0,4.67,8.67,1.0,10.0,0.0
DR Gibson,England,134,66,19.61,131.76,29.07,6.61,90.0,1726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,90.0,14.7,20.24,3.0,0.0,0.0
BA Langston,Welsh Fire,52,6,23.3,90.31,27.04,5.25,52.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,52.0,0.0,23.3,0.0,0.0,0.0
TF Brookes,Yorkshire Diamonds,31,4,14.4,77.75,14.2,4.58,5.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.0,0.0,14.4,0.0,0.0,0.0
HL Fenby,Northern Diamonds,16,2,6.25,56.82,52.67,6.92,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.0,0.0,6.25,0.0,0.0,0.0
KA Levick,Northern Diamonds,155,10,7.89,57.7,19.03,5.06,217.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,217.0,0.0,7.89,0.0,0.0,0.0
CE Rudd,Southern Vipers,25,27,13.83,67.76,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0,0.0,13.83,0.0,0.0,0.0
SN Luff,Somerset,116,37,34.55,77.0,43.0,6.62,1.0,3144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.55,1.0,0.0,34.55,0.0,0.0,0.0
ND Dattani,Thunder,110,44,17.57,71.33,38.6,6.3,53.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57,53.0,0.0,17.57,0.0,0.0,0.0
AZ Monaghan,Yorkshire Diamonds,73,43,18.22,91.62,32.13,5.77,31.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,31.0,0.0,18.22,0.0,0.0,0.0
CE Dean,England,200,62,18.4,86.24,21.85,5.7,179.0,1141.0,23.86,67.61,24.34,4.66,80.0,501.0,8.2,37.27,38.29,3.94,7.0,41.0,19.12,266.0,18.65,19.47,9.09,48.5,0.0
ME Bouchier,England,207,110,26.89,103.19,60.0,4.44,2.0,4330.0,37.08,103.43,0.0,0.0,0.0,482.0,32.25,67.54,0.0,0.0,0.0,129.0,27.76,2.0,27.53,27.84,6.0,18.0,0.0
E Gray,Surrey Stars,118,27,10.23,85.35,27.03,5.73,109.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,109.0,0.0,10.23,0.0,0.0,0.0
LK Bell,England,168,27,7.09,95.12,20.76,5.88,171.0,78.0,7.67,60.53,31.39,5.26,44.0,46.0,19.0,23.17,24.94,3.58,18.0,19.0,7.94,233.0,7.56,8.33,6.0,9.67,0.0
GM Davies,Birmingham Phoenix,39,18,16.9,66.02,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,16.9,0.0,0.0,0.0
BAM Heath,England,139,68,22.04,107.3,0.0,0.0,0.0,2424.0,19.67,96.72,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,21.97,0.0,10.83,22.6,0.0,1.0,0.0
HV Jones,South East Stars,9,2,13.33,62.02,26.0,4.67,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,10.0,0.0,13.33,0.0,0.0,0.0
KC Thompson,United Arab Emirates,12,2,4.0,100.0,11.5,4.18,10.0,4.0,13.0,40.62,36.0,3.25,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,17.0,0.0,0.0,0.0,0.0
AJ Macleod,Sunrisers,69,11,18.85,84.47,44.17,5.48,6.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,6.0,0.0,18.85,0.0,0.0,0.0
MM Lanning,Australia,211,80,39.33,118.81,0.0,0.0,0.0,5191.0,54.66,84.31,0.0,0.0,0.0,1585.0,47.6,46.76,0.0,0.0,0.0,238.0,42.25,0.0,51.53,36.43,0.0,40.77,62.79
DP Vaidya,India,25,1,16.7,93.82,26.58,7.48,12.0,167.0,10.5,35.0,20.83,3.97,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,18.0,18.5,12.83,26.67,0.0,11.0
SS Connell,West Indies,130,25,6.11,59.78,27.69,6.29,61.0,55.0,8.54,51.15,39.31,4.64,36.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,97.0,8.88,3.0,9.5,7.0,1.5
TD Smartt,West Indies,12,4,13.8,79.31,17.57,3.73,7.0,69.0,5.5,45.83,0.0,5.22,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,7.0,5.5,13.8,0.0,0.0,0.0
CN Nation,West Indies,95,16,17.3,85.64,69.0,7.26,1.0,692.0,21.26,56.71,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,19.03,1.0,19.85,14.55,3.5,18.88,29.0
ASS Fletcher,West Indies,152,21,9.62,75.49,22.69,6.09,93.0,385.0,10.32,65.15,25.31,4.62,72.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,165.0,9.33,11.93,4.0,11.71,11.18
LR Down,New Zealand,84,31,23.37,92.29,0.0,0.0,0.0,1005.0,17.85,60.65,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29,0.0,16.88,25.33,18.0,25.67,10.67
B Cooper,West Indies,45,23,12.21,84.24,0.0,0.0,0.0,342.0,17.9,52.03,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,13.45,14.56,21.5,0.0,5.33
Kyshona A Knight,West Indies,61,18,15.73,70.13,0.0,0.0,0.0,472.0,19.45,51.25,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22,0.0,16.82,18.8,10.8,11.43,10.67
Kycia A Knight,West Indies,77,29,22.72,85.73,0.0,0.0,0.0,727.0,16.07,49.79,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,17.89,24.12,4.0,4.0,13.18
MR Aguilleira,West Indies,12,8,20.4,85.71,0.0,0.0,0.0,102.0,7.75,81.58,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78,0.0,14.78,0.0,0.0,0.0,0.0
A Mohammed,West Indies,64,19,13.11,56.73,22.86,5.84,35.0,118.0,6.43,35.57,28.52,4.54,31.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,66.0,6.47,16.33,1.5,6.5,5.0
AK Peters,West Indies,10,3,7.33,42.31,51.0,6.38,2.0,22.0,2.0,16.67,0.0,5.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.5,7.5,0.0,0.0,0.0
NC Dodd,New Zealand,45,19,28.74,93.49,0.0,0.0,0.0,977.0,11.83,46.41,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,10.38,30.16,19.33,0.0,4.33
R Boyce,West Indies,18,7,8.25,52.11,0.0,0.0,0.0,99.0,6.5,31.71,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,5.11,11.29,2.6,0.0,0.0
KA Heffernan,New Zealand,2,0,0.0,0.0,29.0,4.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nahida Khan,Pakistan,37,16,14.43,76.23,0.0,0.0,0.0,202.0,26.16,66.53,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,0.0,21.18,0.0,23.75,18.0,19.0
SS Weerakkody,Sri Lanka,9,0,5.0,62.5,30.5,5.63,2.0,5.0,29.0,89.69,33.0,4.67,5.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,23.0,0.0,0.0,30.5,0.0
BMSM Kumari,Sri Lanka,95,21,4.87,64.6,28.27,5.96,48.0,73.0,10.93,52.22,46.12,5.36,26.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,74.0,7.79,0.0,2.67,11.0,3.67
Muneeba Ali,Pakistan,128,44,21.81,93.0,0.0,0.0,0.0,1396.0,26.61,60.1,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,0.0,23.94,0.0,10.54,15.17,19.14
KADA Kanchana,Sri Lanka,40,9,11.93,91.76,56.71,6.44,7.0,167.0,16.67,48.08,41.0,5.21,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,12.0,13.35,0.0,10.8,20.25,6.0
HASD Siriwardene,Sri Lanka,41,6,15.33,94.15,23.04,6.64,27.0,322.0,13.71,53.78,57.2,4.78,10.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69,37.0,14.39,19.5,17.6,21.25,7.33
GWHM Perera,Sri Lanka,85,21,15.56,80.09,0.0,0.0,0.0,700.0,25.11,66.28,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14,0.0,19.14,0.0,1.0,23.46,23.0
Javeria Khan,Pakistan,66,14,26.3,88.48,2.0,2.0,1.0,868.0,21.38,56.69,0.0,7.74,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,24.23,1.0,24.23,0.0,14.62,13.33,27.5
I Ranaweera,Sri Lanka,83,8,8.6,55.13,18.2,5.87,56.0,43.0,7.18,28.62,40.79,4.8,34.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,90.0,7.62,0.0,2.0,11.6,13.0
Bismah Maroof,Pakistan,108,20,28.68,92.19,51.75,7.81,4.0,1606.0,37.17,65.73,83.0,4.57,2.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,31.58,6.0,32.83,21.0,35.22,37.8,29.88
Sidra Ameen,Pakistan,102,30,19.64,87.84,0.0,0.0,0.0,766.0,40.63,65.06,0.0,0.0,0.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0,31.64,0.0,31.64,0.0,15.44,27.67,13.56
Nida Dar,Pakistan,147,22,21.75,103.09,21.79,6.04,94.0,1566.0,28.54,67.0,34.76,4.44,50.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97,144.0,24.95,11.88,16.15,26.0,9.45
Sana Mir,Pakistan,40,8,14.25,71.85,26.5,6.39,26.0,171.0,25.0,57.03,13.12,3.53,25.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,51.0,20.92,9.8,24.0,20.0,0.0
Natalia Pervaiz,Pakistan,31,6,10.38,96.43,70.0,9.33,1.0,135.0,23.64,73.45,0.0,7.25,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,1.0,16.46,0.0,1.0,18.0,4.0
MDN Hansika,Sri Lanka,7,0,15.33,63.01,0.0,0.0,0.0,46.0,14.0,59.15,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,0.0,14.67,0.0,0.0,2.0,0.0
Diana Baig,Pakistan,118,38,4.12,56.9,29.05,6.18,44.0,66.0,11.6,79.67,39.29,4.87,48.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,92.0,8.9,4.5,6.2,13.0,3.12
MADD Surangika,Sri Lanka,13,6,21.0,78.5,0.0,0.0,0.0,84.0,7.83,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,13.1,0.0,7.33,10.75,17.0
Nashra Sandhu,Pakistan,125,28,4.14,40.28,21.77,5.24,62.0,29.0,6.53,35.25,26.66,4.34,87.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,149.0,5.77,0.0,3.25,4.0,3.0
PRCS Kumarihami,Sri Lanka,2,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.69,0.0,3.84,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0
RS Vandort,Sri Lanka,8,6,12.0,63.16,0.0,0.0,0.0,36.0,5.0,83.33,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,9.2,0.0,0.0,2.0,0.0
Sidra Nawaz,Pakistan,57,45,12.27,82.82,0.0,0.0,0.0,135.0,11.69,51.83,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0.0,11.85,0.0,7.17,10.33,14.0
Aiman Anwer,Pakistan,31,5,6.0,64.86,33.95,7.21,20.0,24.0,4.33,81.25,94.0,5.04,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,21.0,5.29,0.0,6.0,0.0,3.0
PM Weerakkody,Sri Lanka,14,3,3.0,46.15,0.0,0.0,0.0,6.0,15.33,50.27,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,0.0,13.57,0.0,0.0,6.5,10.5
MAA Sanjeewani,Sri Lanka,100,51,16.98,87.53,0.0,0.0,0.0,730.0,18.73,62.03,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,17.7,0.0,12.33,16.47,7.73
